trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
15,False,"{'a': 0.5, 'e': 0.004301075268817204}",30,0,42.17790614176675,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.003787878787878788}",25,0,33.77381796831492,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.0033613445378151263}",30,12,33.775435150529276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.003003003003003003}",30,0,-19.869773495899338,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.002699055330634278}",20,0,27.348682744370024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.0024390243902439024}",25,0,19.347332718748056,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.0022148394241417496}",20,11,14.742786781276623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.00202020202020202}",30,12,29.38528001889614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.0018501387604070306}",20,16,5.180999419821704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.0017006802721088435}",20,0,30.987698908419777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.001568627450980392}",30,21,17.952294490869523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.001451378809869376}",30,17,-19.185931206777447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
27,False,"{'a': 0.5, 'e': 0.0013468013468013469}",20,0,19.880807874677817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.0012531328320802004}",20,0,27.68101191407997,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.0011689070718877848}",25,0,-20.50277137047084,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.001092896174863388}",30,0,43.67179616536135,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.0010240655401945725}",30,0,37.32558442258054,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.0009615384615384616}",30,0,25.860811590091114,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",20,1,25.920721537489804,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,0,-13.800649396960381,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
3,True,"{'a': 0.0, 'e': 0.0}",30,0,39.08570499807854,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",30,2,14.171978356880494,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,15,-24.318776692465985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,11,24.8580105339423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,0,22.2191154387263,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",20,0,28.863682081596668,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,0,20.000148786504557,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",25,0,-6.4371890454543195,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
