trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
18,False,"{'a': 0.5, 'e': 0.0030864197530864196}",20,2,26.446433003982087,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.002770083102493075}",20,0,-94.49351218499557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.0025}",25,0,19.189470730284818,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.0022675736961451248}",20,0,28.99181463740803,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.002066115702479339}",35,0,36.77790961568346,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.001890359168241966}",25,6,0.06919395132552864,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.001736111111111111}",20,0,3.293530059200009,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.0016}",20,0,24.70228639233046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.0014792899408284023}",25,0,12.831051644102937,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.0013717421124828531}",20,0,28.384268615878735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.0012755102040816326}",20,11,17.16548138114439,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.0011890606420927466}",20,0,26.539781750144183,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.0011111111111111111}",30,0,34.0649043329684,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.001040582726326743}",20,0,23.126794188247846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.0009765625}",20,0,6.095166891886853,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",25,5,-8.955932157731512,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,0,26.816001954730034,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",20,0,19.186570725783845,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",20,0,27.361566437318046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0.0, 'e': 0.0}",20,0,28.29449001353947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0.0, 'e': 0.0}",30,0,37.71753545130275,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.0, 'e': 0.0}",30,0,36.27650591679059,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",30,0,41.312528383969074,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0.0, 'e': 0.0}",30,2,-21.38029827406964,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,0,21.105240694515423,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
